filename,error_type,speaker_code,native_language,gender,text,g2p_canonical,ipa_perceived,sub_edits,del_edits,add_edits,utt_id,true_sub,true_del,true_add,true_total
sub_29_LXC.wav,substitution,LXC,Chinese,f,hardly were our plans made public before we were met by powerful opposition,hɑɹdliwɝaʊɝplænzmeɪdpʌblɪkbɪfɔɹwiwɝmɛtbaɪpaʊɝfʌlɑpʌzɪʃʌn,hɑˈɹdʌliwʌaʊˈʌplæˈnsmeɪˈdpʌˈblikbiˌfɔˈwiˈwʌmɛˈtbaɪˈpaʊˈʌfoʊɑˌpsiˈʃʌn,12,1,1,arctic_a0022,10,3,1,14
del_26_LXC.wav,deletion,LXC,Chinese,f,hardly were our plans made public before we were met by powerful opposition,hɑɹdliwɝaʊɝplænzmeɪdpʌblɪkbɪfɔɹwiwɝmɛtbaɪpaʊɝfʌlɑpʌzɪʃʌn,hɑˈɹdʌliwʌaʊˈʌplæˈnsmeɪˈdpʌˈblikbiˌfɔˈwiˈwʌmɛˈtbaɪˈpaʊˈʌfoʊɑˌpsiˈʃʌn,12,1,1,arctic_a0022,10,3,1,14
add_21_LXC.wav,addition,LXC,Chinese,f,hardly were our plans made public before we were met by powerful opposition,hɑɹdliwɝaʊɝplænzmeɪdpʌblɪkbɪfɔɹwiwɝmɛtbaɪpaʊɝfʌlɑpʌzɪʃʌn,hɑˈɹdʌliwʌaʊˈʌplæˈnsmeɪˈdpʌˈblikbiˌfɔˈwiˈwʌmɛˈtbaɪˈpaʊˈʌfoʊɑˌpsiˈʃʌn,12,1,1,arctic_a0022,10,3,1,14
sub_30_LXC.wav,substitution,LXC,Chinese,f,a combination of canadian capital quickly organized and petitioned for the same privileges,ʌkɑmbʌneɪʃʌnʌvkʌneɪdiʌnkæpʌtʌlkwɪkliɔɹɡʌnaɪzdʌndpʌtɪʃʌndfɔɹðʌseɪmpɹɪvlʌdʒʌz,ʌkɑˌmbneɪˈʃʌŋɔˈvkʌneɪˈdiʌnkæˈptʌwkwɪˈkliɔˈɡʌnaɪˌsæˈndʌpæˈtɪˈʃʌnfɔˈʌðʌsiˈmpɹɪˈvilidʒis,13,6,1,arctic_a0023,11,5,1,17
del_27_LXC.wav,deletion,LXC,Chinese,f,a combination of canadian capital quickly organized and petitioned for the same privileges,ʌkɑmbʌneɪʃʌnʌvkʌneɪdiʌnkæpʌtʌlkwɪkliɔɹɡʌnaɪzdʌndpʌtɪʃʌndfɔɹðʌseɪmpɹɪvlʌdʒʌz,ʌkɑˌmbneɪˈʃʌŋɔˈvkʌneɪˈdiʌnkæˈptʌwkwɪˈkliɔˈɡʌnaɪˌsæˈndʌpæˈtɪˈʃʌnfɔˈʌðʌsiˈmpɹɪˈvilidʒis,13,6,1,arctic_a0023,11,5,1,17
add_22_LXC.wav,addition,LXC,Chinese,f,a combination of canadian capital quickly organized and petitioned for the same privileges,ʌkɑmbʌneɪʃʌnʌvkʌneɪdiʌnkæpʌtʌlkwɪkliɔɹɡʌnaɪzdʌndpʌtɪʃʌndfɔɹðʌseɪmpɹɪvlʌdʒʌz,ʌkɑˌmbneɪˈʃʌŋɔˈvkʌneɪˈdiʌnkæˈptʌwkwɪˈkliɔˈɡʌnaɪˌsæˈndʌpæˈtɪˈʃʌnfɔˈʌðʌsiˈmpɹɪˈvilidʒis,13,6,1,arctic_a0023,11,5,1,17
sub_31_LXC.wav,substitution,LXC,Chinese,f,it was my reports from the north which chiefly induced people to buy,ɪtwɑzmaɪɹɪpɔɹtsfɹʌmðʌnɔɹθwɪtʃtʃifliɪndustpipʌltubaɪ,ɪˈtwʌˈsmaɪˈɹɪpɔˈtsfɹʌˈmðʌnɔˈɹswiˈtʃtʃiˈfliiˈnduˈstpiˈpʌwtuˈbaɪˈ,6,1,0,arctic_a0024,5,1,0,6
del_28_LXC.wav,deletion,LXC,Chinese,f,it was my reports from the north which chiefly induced people to buy,ɪtwɑzmaɪɹɪpɔɹtsfɹʌmðʌnɔɹθwɪtʃtʃifliɪndustpipʌltubaɪ,ɪˈtwʌˈsmaɪˈɹɪpɔˈtsfɹʌˈmðʌnɔˈɹswiˈtʃtʃiˈfliiˈnduˈstpiˈpʌwtuˈbaɪˈ,6,1,0,arctic_a0024,5,1,0,6
sub_32_LXC.wav,substitution,LXC,Chinese,f,i was about to do this when cooler judgment prevailed,aɪwɑzʌbaʊttuduðɪswɛnkulɝdʒʌdʒmʌntpɹɪveɪld,aɪˈwʌˈsʌbaʊˈttʌduˈliˈswæˈnkuˈlʌdʒʌˈtʃmʌnpɹiweɪˈld,11,1,0,arctic_a0025,7,1,0,8
del_29_LXC.wav,deletion,LXC,Chinese,f,i was about to do this when cooler judgment prevailed,aɪwɑzʌbaʊttuduðɪswɛnkulɝdʒʌdʒmʌntpɹɪveɪld,aɪˈwʌˈsʌbaʊˈttʌduˈliˈswæˈnkuˈlʌdʒʌˈtʃmʌnpɹiweɪˈld,11,1,0,arctic_a0025,7,1,0,8
sub_33_LXC.wav,substitution,LXC,Chinese,f,it occurred to me that there would have to be an accounting,ɪtʌkɝdtumiðætðɛɹwʊdhævtubiænʌkaʊntɪŋ,iˈtʌkʌdtuˈmiˈðæˈtdɛˈwʊˈdhæˈftuˈbiʌŋʌkʌˈntɪŋ,8,1,0,arctic_a0026,6,1,0,7
del_30_LXC.wav,deletion,LXC,Chinese,f,it occurred to me that there would have to be an accounting,ɪtʌkɝdtumiðætðɛɹwʊdhævtubiænʌkaʊntɪŋ,iˈtʌkʌdtuˈmiˈðæˈtdɛˈwʊˈdhæˈftuˈbiʌŋʌkʌˈntɪŋ,8,1,0,arctic_a0026,6,1,0,7
del_31_LXC.wav,deletion,LXC,Chinese,f,to my surprise he began to show actual enthusiasm in my favor,tumaɪsɝpɹaɪzhibɪɡæntuʃoʊæktʃʌwʌlɪnθuziæzʌmɪnmaɪfeɪvɝ,tuˈmaɪˈsʌpɹaɪˈshiˈbiɡæˈntuˈʃoʊˈæˈktʃʌwʌɪnsuˈsiæˌsʌmɪŋmaɪˈfeɪˈwʌ,9,1,0,arctic_a0027,7,1,0,8
del_32_LXC.wav,deletion,LXC,Chinese,f,their forces were already moving into the north country,ðɛɹfɔɹsɪzwɝɔlɹɛdimuvɪŋɪntuðʌnɔɹθkʌntɹi,dɛˈʌfɔˈsɪswʌɔɹɛˈdimuˈvɪŋiˈŋtulʌnɔˈskʌˈŋtɹi,10,2,0,arctic_a0029,9,3,0,12
del_33_LXC.wav,deletion,LXC,Chinese,f,they were three hundred yards apart,ðeɪwɝθɹihʌndɹʌdjɑɹdzʌpɑɹt,deɪˈwʌsɹiˈhʌˈndɹʌdjɑˈdsʌpɑˈt,4,2,0,arctic_a0031,4,2,0,6
add_23_LXC.wav,addition,LXC,Chinese,f,since then some mysterious force has been fighting us at every step,sɪnsðɛnsʌmmɪstɪɹiʌsfɔɹshæzbɪnfaɪtɪŋʌsætɛvɝistɛp,siˈŋssɛˈnsʌˈmmɪstɪˈɹiʌsfɔˈshæˈsbɪˈŋfaɪˈntɪŋɑˈsæˈtæˈwɹistɛˈp,9,1,1,arctic_a0032,8,1,1,10
add_24_LXC.wav,addition,LXC,Chinese,f,the lace was of a delicate ivory color faintly tinted with yellow,ðʌleɪswɑzʌvʌdɛlʌkʌtaɪvɝikʌlɝfeɪntlitɪntɪdwɪðjɛloʊ,lʌleɪˈswɔˈsʌˈfʌdæˈlʌkʌtaɪˈwɝikʌˈlʌfeɪˈntʌlitiˈŋtɪdwɪˈsjɛˈloʊ,10,0,1,arctic_a0051,9,0,1,10
add_25_LXC.wav,addition,LXC,Chinese,f,it was a curious coincidence,ɪtwɑzʌkjʊɹiʌskoʊɪnsɪdʌns,ɪˈtʌwʌˈsʌkjʊˈɹiʌskoʊɪˈŋsidʌns,4,0,1,arctic_a0052,3,0,1,4
add_26_LXC.wav,addition,LXC,Chinese,f,suddenly his fingers closed tightly over the handkerchief,sʌdʌnlihɪzfɪŋɡɝzkloʊzdtaɪtlioʊvɝðʌhæŋkɝtʃɪf,sʌˈdʌnlihiˈsfɪˈŋɡʌskloʊˈsttaɪˈtʌlioʊˈwʌlʌhæˈŋkʌtʃif,11,0,1,arctic_a0053,10,0,1,11
add_27_LXC.wav,addition,LXC,Chinese,f,yes it was a man who asked a stranger,jɛsɪtwɑzʌmænhuæsktʌstɹeɪndʒɝ,jɛˈsɪˈtʌwʌsʌmæˈŋhuˈæˈsktʌstɹeɪˈndʒʌ,4,0,1,arctic_a0063,3,0,1,4
add_28_LXC.wav,addition,LXC,Chinese,f,the fourth and fifth days passed without any developments,ðʌfɔɹθʌndfɪfθdeɪzpæstwɪθaʊtɛnidɪvɛlʌpmʌnts,lʌfɔˈsæˈndfiˈsdeɪˈspæˈstʌwisaʊˈtæˈnidɪvɛˈlʌpmʌnts,11,0,1,arctic_a0064,8,1,1,10
add_29_LXC.wav,addition,LXC,Chinese,f,˜ø˜ surely i will excuse you she cried,ʃʊɹliaɪwɪlɪkskjuzjuʃikɹaɪd,ʃʊˈliaɪˈwʌwɪskjuˈsjuˈʃiˈkɹaɪˈd,1,4,2,arctic_a0067,2,2,0,4
add_30_LXC.wav,addition,LXC,Chinese,f,what was the object of your little sensation,wʌtwɑzðʌʌbdʒɛktʌvjɔɹlɪtʌlsɛnseɪʃʌn,wʌˈtʌwʌˈslʌʌpʌdʒɛˈkʌˈfjɔˈʌliˈtʌwsænseɪˈʃʌn,15,0,8,arctic_a0071,8,1,2,11
add_31_LXC.wav,addition,LXC,Chinese,f,it is the fire partly she said,ɪtɪzðʌfaɪɝpɑɹtliʃisɛd,iˈtiˈssʌfaɪˈʌpɑˈtʌliʃiˈsɛˈd,5,1,1,arctic_a0077,5,1,1,7
add_32_LXC.wav,addition,LXC,Chinese,f,what if she did not come to the rock,wʌtɪfʃidɪdnɑtkʌmtuðʌɹɑk,wʌˈtɪˈfʃiˈdɪdənkʌˈmtəʌɹɑˈk,2,2,1,arctic_a0081,3,3,0,6
add_33_LXC.wav,addition,LXC,Chinese,f,his blood grew hot with rage at the thought,hɪzblʌdɡɹuhɑtwɪðɹeɪdʒætðʌθɔt,hɪˈzblʌˈdɡɹuˈhɑˈtwɪˈθɹeɪˈdʒæˈtʌɹθɔˈt,1,1,1,arctic_a0091,1,1,1,3
sub_34_EBVS.wav,substitution,EBVS,Spanish,m,for the twentieth time that evening the two men shook hands,fɔɹðʌtwɛntiʌθtaɪmðætivnɪŋðʌtumɛnʃʊkhændz,fɔˈɹðʌtwɛˈntitaɪˈmðæˈtiˈvɪnɪŋðʌtuˈmɛˈnʃʊˈhhæˈn,1,4,1,arctic_a0003,2,2,1,5
del_34_EBVS.wav,deletion,EBVS,Spanish,m,for the twentieth time that evening the two men shook hands,fɔɹðʌtwɛntiʌθtaɪmðætivnɪŋðʌtumɛnʃʊkhændz,fɔˈɹðʌtwɛˈntitaɪˈmðæˈtiˈvɪnɪŋðʌtuˈmɛˈnʃʊˈhhæˈn,1,4,1,arctic_a0003,2,2,1,5
add_34_EBVS.wav,addition,EBVS,Spanish,m,for the twentieth time that evening the two men shook hands,fɔɹðʌtwɛntiʌθtaɪmðætivnɪŋðʌtumɛnʃʊkhændz,fɔˈɹðʌtwɛˈntitaɪˈmðæˈtiˈvɪnɪŋðʌtuˈmɛˈnʃʊˈhhæˈn,1,4,1,arctic_a0003,2,2,1,5
sub_35_EBVS.wav,substitution,EBVS,Spanish,m,will we ever forget it,wɪlwiɛvɝfɝɡɛtɪt,wɪˈlwiˈɛˈvɝfɔɹɡɛˈtɪˈ,2,1,0,arctic_a0005,0,1,0,1
del_35_EBVS.wav,deletion,EBVS,Spanish,m,will we ever forget it,wɪlwiɛvɝfɝɡɛtɪt,wɪˈlwiˈɛˈvɝfɔɹɡɛˈtɪˈ,2,1,0,arctic_a0005,0,1,0,1
sub_36_EBVS.wav,substitution,EBVS,Spanish,m,god bless em i hope i'll go on seeing them forever,ɡɑdblɛsɛmaɪhoʊpaɪlɡoʊɑnsiɪŋðɛmfɝɛvɝ,ɡʌdblɛˈsɛmaɪˈhɔaɪˈlɡoʊˈɔˈnsiˈɪŋðɛˈnfɝɛˈvɝ,6,0,0,arctic_a0006,3,1,2,6
sub_37_EBVS.wav,substitution,EBVS,Spanish,m,and you always want to see it in the superlative degree,ʌndjuɔlweɪzwɑnttusiɪtɪnðʌsʊpɝlʌtɪvdɪɡɹi,æˈnddʒuˈɔˈlwiswɑˈntʌsiˈɪˈtɪˈnðʌsʊpɝˈlætɪfdjʊɡɹiˈ,12,0,0,arctic_a0007,5,1,1,7
sub_38_EBVS.wav,substitution,EBVS,Spanish,m,gad your letter came just in time,ɡædjɔɹlɛtɝkeɪmdʒʌstɪntaɪm,ɡɑdjʊˈɹlɛˈðɝkʌmjʌˈsɪˈntaɪˈm,7,1,0,arctic_a0008,4,1,0,5
del_36_EBVS.wav,deletion,EBVS,Spanish,m,gad your letter came just in time,ɡædjɔɹlɛtɝkeɪmdʒʌstɪntaɪm,ɡɑdjʊˈɹlɛˈðɝkʌmjʌˈsɪˈntaɪˈm,7,1,0,arctic_a0008,4,1,0,5
sub_39_EBVS.wav,substitution,EBVS,Spanish,m,i'm playing a single hand in what looks like a losing game,aɪmpleɪɪŋʌsɪŋɡʌlhændɪnwʌtlʊkslaɪkʌluzɪŋɡeɪm,ɑmpleɪˈɪŋʌsɪˈŋɡʌlhɑndɪˈnwʌˈtlʊˈkslaɪˈkʌluˈsɪŋɡeɪˈm,4,0,0,arctic_a0010,3,0,0,3
sub_40_EBVS.wav,substitution,EBVS,Spanish,m,if i ever needed a fighter in my life i need one now,ɪfaɪɛvɝnidʌdʌfaɪtɝɪnmaɪlaɪfaɪnidwʌnnaʊ,ɪˈfaɪˈɛˈvɝniˈdɪdʌfaɪˈtɝɪˈmmaɪˈlaɪˈfaɪˈniˈdədwʌˈnnaʊˈ,2,0,2,arctic_a0011,1,0,2,3
add_35_EBVS.wav,addition,EBVS,Spanish,m,if i ever needed a fighter in my life i need one now,ɪfaɪɛvɝnidʌdʌfaɪtɝɪnmaɪlaɪfaɪnidwʌnnaʊ,ɪˈfaɪˈɛˈvɝniˈdɪdʌfaɪˈtɝɪˈmmaɪˈlaɪˈfaɪˈniˈdədwʌˈnnaʊˈ,2,0,2,arctic_a0011,1,0,2,3
sub_41_EBVS.wav,substitution,EBVS,Spanish,m,he was a head shorter than his companion of almost delicate physique,hiwɑzʌhɛdʃɔɹtɝðænhɪzkʌmpænjʌnʌvɔlmoʊstdɛlʌkʌtfʌzik,hiˈwʌˈθʌhɪtʃɔˈɹtɝðæˈnhɪˈskɔmpæˈnjɔɔfɔˈlmɔsdɛˈlʌkeɪtfɪsɪk,17,1,0,arctic_a0013,13,2,0,15
del_37_EBVS.wav,deletion,EBVS,Spanish,m,he was a head shorter than his companion of almost delicate physique,hiwɑzʌhɛdʃɔɹtɝðænhɪzkʌmpænjʌnʌvɔlmoʊstdɛlʌkʌtfʌzik,hiˈwʌˈθʌhɪtʃɔˈɹtɝðæˈnhɪˈskɔmpæˈnjɔɔfɔˈlmɔsdɛˈlʌkeɪtfɪsɪk,17,1,0,arctic_a0013,13,2,0,15
sub_42_EBVS.wav,substitution,EBVS,Spanish,m,there was a change now,ðɛɹwɑzʌtʃeɪndʒnaʊ,ðɛˈɹwʌˈsʌtʃɛnnaʊˈ,4,2,0,arctic_a0018,2,1,0,3
del_38_EBVS.wav,deletion,EBVS,Spanish,m,there was a change now,ðɛɹwɑzʌtʃeɪndʒnaʊ,ðɛˈɹwʌˈsʌtʃɛnnaʊˈ,4,2,0,arctic_a0018,2,1,0,3
sub_43_EBVS.wav,substitution,EBVS,Spanish,m,i followed the line of the proposed railroad looking for chances,aɪfɑloʊdðʌlaɪnʌvðʌpɹʌpoʊzdɹeɪlɹoʊdlʊkɪŋfɔɹtʃænsʌz,aɪˈfɔloʊdðʌlaɪˈnʌˈfðʌpɹʌpɔsədɹeɪˈɹɔdlʊˈkɪŋfɔˈɹtʃæˈns,7,3,0,arctic_a0019,5,3,1,9
del_39_EBVS.wav,deletion,EBVS,Spanish,m,i followed the line of the proposed railroad looking for chances,aɪfɑloʊdðʌlaɪnʌvðʌpɹʌpoʊzdɹeɪlɹoʊdlʊkɪŋfɔɹtʃænsʌz,aɪˈfɔloʊdðʌlaɪˈnʌˈfðʌpɹʌpɔsədɹeɪˈɹɔdlʊˈkɪŋfɔˈɹtʃæˈns,7,3,0,arctic_a0019,5,3,1,9
sub_44_EBVS.wav,substitution,EBVS,Spanish,m,clubs and balls and cities grew to be only memories,klʌbzʌndbɔlzʌndsɪtizɡɹutubioʊnlimɛmɝiz,klʌˈpsʌnbɔˈlsʌmdsɪˈtisɡɹuˈtuˈbiˈɔnlimɛˈmɝis,8,1,0,arctic_a0020,7,1,0,8
del_40_EBVS.wav,deletion,EBVS,Spanish,m,clubs and balls and cities grew to be only memories,klʌbzʌndbɔlzʌndsɪtizɡɹutubioʊnlimɛmɝiz,klʌˈpsʌnbɔˈlsʌmdsɪˈtisɡɹuˈtuˈbiˈɔnlimɛˈmɝis,8,1,0,arctic_a0020,7,1,0,8
sub_45_EBVS.wav,substitution,EBVS,Spanish,m,it fairly clubbed me into recognizing it,ɪtfɛɹliklʌbdmiɪntuɹɛkʌɡnaɪzɪŋɪt,ɪˈtfɝɹliklʌˈbədmiˈɪntuˈɹɛˈkʌnaɪˌsɪˈt,4,1,1,arctic_a0021,2,3,1,6
del_41_EBVS.wav,deletion,EBVS,Spanish,m,it fairly clubbed me into recognizing it,ɪtfɛɹliklʌbdmiɪntuɹɛkʌɡnaɪzɪŋɪt,ɪˈtfɝɹliklʌˈbədmiˈɪntuˈɹɛˈkʌnaɪˌsɪˈt,4,1,1,arctic_a0021,2,3,1,6
add_36_EBVS.wav,addition,EBVS,Spanish,m,it fairly clubbed me into recognizing it,ɪtfɛɹliklʌbdmiɪntuɹɛkʌɡnaɪzɪŋɪt,ɪˈtfɝɹliklʌˈbədmiˈɪntuˈɹɛˈkʌnaɪˌsɪˈt,4,1,1,arctic_a0021,2,3,1,6
sub_46_EBVS.wav,substitution,EBVS,Spanish,m,hardly were our plans made public before we were met by powerful opposition,hɑɹdliwɝaʊɝplænzmeɪdpʌblɪkbɪfɔɹwiwɝmɛtbaɪpaʊɝfʌlɑpʌzɪʃʌn,hɑˈɹliwɝˈaʊˈɹplɑnsmɛdpʌˈvlɪkbiˌfɔˈɹwiˈwɝˈmɛˈtbaɪˈpoʊɝfʌlɔpʌsɪˈʃʌn,10,1,0,arctic_a0022,7,1,0,8
del_42_EBVS.wav,deletion,EBVS,Spanish,m,hardly were our plans made public before we were met by powerful opposition,hɑɹdliwɝaʊɝplænzmeɪdpʌblɪkbɪfɔɹwiwɝmɛtbaɪpaʊɝfʌlɑpʌzɪʃʌn,hɑˈɹliwɝˈaʊˈɹplɑnsmɛdpʌˈvlɪkbiˌfɔˈɹwiˈwɝˈmɛˈtbaɪˈpoʊɝfʌlɔpʌsɪˈʃʌn,10,1,0,arctic_a0022,7,1,0,8
sub_47_EBVS.wav,substitution,EBVS,Spanish,m,a combination of capital quickly organized and petitioned for the same privileges,ʌkɑmbʌneɪʃʌnʌvkæpʌtʌlkwɪkliɔɹɡʌnaɪzdʌndpʌtɪʃʌndfɔɹðʌseɪmpɹɪvlʌdʒʌz,ʌkɔmbʌneɪˈʃʌnʌˈfkɑpɪtʌlkwɪˈkliɔˈɹɡʌnaɪˌsɪdʌmpʌtɪˈʃʌnəfɔˈɹðʌseɪˈmpɹɪˈvɪlʌtʃʌs,12,0,1,arctic_a0023,8,1,1,10
add_37_EBVS.wav,addition,EBVS,Spanish,m,a combination of capital quickly organized and petitioned for the same privileges,ʌkɑmbʌneɪʃʌnʌvkæpʌtʌlkwɪkliɔɹɡʌnaɪzdʌndpʌtɪʃʌndfɔɹðʌseɪmpɹɪvlʌdʒʌz,ʌkɔmbʌneɪˈʃʌnʌˈfkɑpɪtʌlkwɪˈkliɔˈɹɡʌnaɪˌsɪdʌmpʌtɪˈʃʌnəfɔˈɹðʌseɪˈmpɹɪˈvɪlʌtʃʌs,12,0,1,arctic_a0023,8,1,1,10
sub_48_EBVS.wav,substitution,EBVS,Spanish,m,it was my reports from the north which chiefly induced people to buy,ɪtwɑzmaɪɹɪpɔɹtsfɹʌmðʌnɔɹθwɪtʃtʃifliɪndustpipʌltubaɪ,ɪˈtwʌˈsmaɪˈɹɪpɔˈɹfɹʌˈnðʌnɔˈɹtwɪˈtʃtʃiˈfliɪndjuˈspiˈpʌltʌvaɪˈ,6,3,1,arctic_a0024,4,3,1,8
del_43_EBVS.wav,deletion,EBVS,Spanish,m,it was my reports from the north which chiefly induced people to buy,ɪtwɑzmaɪɹɪpɔɹtsfɹʌmðʌnɔɹθwɪtʃtʃifliɪndustpipʌltubaɪ,ɪˈtwʌˈsmaɪˈɹɪpɔˈɹfɹʌˈnðʌnɔˈɹtwɪˈtʃtʃiˈfliɪndjuˈspiˈpʌltʌvaɪˈ,6,3,1,arctic_a0024,4,3,1,8
add_38_EBVS.wav,addition,EBVS,Spanish,m,it was my reports from the north which chiefly induced people to buy,ɪtwɑzmaɪɹɪpɔɹtsfɹʌmðʌnɔɹθwɪtʃtʃifliɪndustpipʌltubaɪ,ɪˈtwʌˈsmaɪˈɹɪpɔˈɹfɹʌˈnðʌnɔˈɹtwɪˈtʃtʃiˈfliɪndjuˈspiˈpʌltʌvaɪˈ,6,3,1,arctic_a0024,4,3,1,8
sub_49_EBVS.wav,substitution,EBVS,Spanish,m,i was about to do this when cooler judgment prevailed,aɪwɑzʌbaʊttuduðɪswɛnkulɝdʒʌdʒmʌntpɹɪveɪld,aɪˈwɔˈsʌvaʊˈtʌduˈðɪˈswɛˈnðəkuˈlɝtʃʌˈmʌntpɹɪvaɪld,8,2,2,arctic_a0025,5,1,2,8
del_44_EBVS.wav,deletion,EBVS,Spanish,m,i was about to do this when cooler judgment prevailed,aɪwɑzʌbaʊttuduðɪswɛnkulɝdʒʌdʒmʌntpɹɪveɪld,aɪˈwɔˈsʌvaʊˈtʌduˈðɪˈswɛˈnðəkuˈlɝtʃʌˈmʌntpɹɪvaɪld,8,2,2,arctic_a0025,5,1,2,8
add_39_EBVS.wav,addition,EBVS,Spanish,m,i was about to do this when cooler judgment prevailed,aɪwɑzʌbaʊttuduðɪswɛnkulɝdʒʌdʒmʌntpɹɪveɪld,aɪˈwɔˈsʌvaʊˈtʌduˈðɪˈswɛˈnðəkuˈlɝtʃʌˈmʌntpɹɪvaɪld,8,2,2,arctic_a0025,5,1,2,8
del_45_EBVS.wav,deletion,EBVS,Spanish,m,it occurred to me that there would have to be an accounting,ɪtʌkɝdtumiðætðɛɹwʊdhævtubiænʌkaʊntɪŋ,ɪˈtʌkuɹtʌmiˈdæˈdɛˈɹwɪlhɑftʌviæˈnʌkɔntɪŋ,14,3,0,arctic_a0026,10,1,0,11
del_46_EBVS.wav,deletion,EBVS,Spanish,m,their forces were already moving into the north country,ðɛɹfɔɹsɪzwɝɔlɹɛdimuvɪŋɪntuðʌnɔɹθkʌntɹi,dɛˈɹfɔˈɹsɪswɝˈɔɹɛˈðimuˈvɪŋɪntʌðʌnɔˈɹkɔntɹi,5,2,0,arctic_a0029,4,1,0,5
del_47_EBVS.wav,deletion,EBVS,Spanish,m,i had faith in them,aɪhædfeɪθɪnðɛm,aɪˈhæˈθfeɪˈtnɛˈm,3,1,0,arctic_a0030,2,2,0,4
del_48_EBVS.wav,deletion,EBVS,Spanish,m,she turned in at the hotel,ʃitɝndɪnætðʌhoʊtɛl,ʃiˈtɝˈnɛdɪnʌhoʊtɛˈl,0,3,1,arctic_a0036,1,3,1,5
add_40_EBVS.wav,addition,EBVS,Spanish,m,she turned in at the hotel,ʃitɝndɪnætðʌhoʊtɛl,ʃiˈtɝˈnɛdɪnʌhoʊtɛˈl,0,3,1,arctic_a0036,1,3,1,5
del_49_EBVS.wav,deletion,EBVS,Spanish,m,i was the only one who remained sitting,aɪwɑzðʌoʊnliwʌnhuɹɪmeɪndsɪtɪŋ,aɪˈwɑˈzðiɔnliwʌˈnhuˈɹɪmaɪnsɪˈtɪŋ,4,1,0,arctic_a0037,2,1,0,3
add_41_EBVS.wav,addition,EBVS,Spanish,m,the ship should be in within a week or ten days,ðʌʃɪpʃʊdbiɪnwɪðɪnʌwikɔɹtɛndeɪz,ðʌʃɪˈptʃʊˈdviˈɪˈnwɪðɪˈnʌwiˈkɝtɛˈndeɪˈs,4,0,1,arctic_a0039,3,0,0,3
add_42_EBVS.wav,addition,EBVS,Spanish,m,meanwhile i'll go out to breathe a spell,minwaɪlaɪlɡoʊaʊttubɹiðʌspɛl,miˈnɡwaɪˌlaɪˈlɡɔaʊˈttʊbɹiˈðʌspəl,4,0,1,arctic_a0041,3,0,1,4
add_43_EBVS.wav,addition,EBVS,Spanish,m,he moved away as quickly as he had come,himuvdʌweɪæzkwɪkliæzhihædkʌm,hiˈmuˈvɛdʌhweɪˈæˈskwɪˈkliæˈshiˈhæˈdkʌˈm,2,0,2,arctic_a0045,2,0,2,4
add_44_EBVS.wav,addition,EBVS,Spanish,m,the girl faced him her eyes shining with sudden fear,ðʌɡɝlfeɪsthɪmhɝaɪzʃaɪnɪŋwɪðsʌdʌnfɪɹ,ðɛɝˈfeɪˈsətkɪˈmhɝaɪˈsʃaɪˈnɪŋwɪˈtsʊdʌnfɪˈɹ,6,1,1,arctic_a0046,6,1,1,8
add_45_EBVS.wav,addition,EBVS,Spanish,m,close beside him gleamed the white fangs of the wolf dog,kloʊsbɪsaɪdhɪmɡlimdðʌwaɪtfæŋzʌvðʌwʊlfdɔɡ,klɔsbiˌsaɪˈdhɪˈmɡliˈmɛdðɛwaɪˈtfæˈŋθʌˈvðɛwʊˈlfdɔˈh,7,0,1,arctic_a0047,5,0,1,6
add_46_EBVS.wav,addition,EBVS,Spanish,m,he looked at the handkerchief more closely,hilʊktætðʌhæŋkɝtʃɪfmɔɹkloʊsli,hiˈlʊˈkæˈtðʌnɛhɑŋkɝtʃɪfmɔˈɹklɔsli,3,1,2,arctic_a0048,2,1,2,5
add_47_EBVS.wav,addition,EBVS,Spanish,m,the lace was of a delicate ivory color faintly tinted with yellow,ðʌleɪswɑzʌvʌdɛlʌkʌtaɪvɝikʌlɝfeɪntlitɪntɪdwɪðjɛloʊ,ðʌleɪˈwɔˈsɔfʌdɛˈlʌkeɪtaɪˈvɝkɔˈlɝfeɪˈntlitɪˈntɪwɪˈθjɛˈlɔ,11,2,2,arctic_a0051,5,3,0,8
add_48_EBVS.wav,addition,EBVS,Spanish,m,his immaculate appearance was gone,hɪzɪmækjulɪtsʌpɪɹʌnswɑzɡɔn,hɪˈsimʌkjʊleɪtɑpɹɪʌnswʌˈsɡɔˈn,8,1,2,arctic_a0059,9,0,0,9
add_49_EBVS.wav,addition,EBVS,Spanish,m,the men stared into each other's face,ðʌmɛnstɛɹdɪntuitʃʌðɝzfeɪs,dʌmɛˈnstɛˈɹɛdɪˈntuiˈtʃɔðɝsfeɪˈs,3,0,1,arctic_a0062,3,0,1,4
