filename,speaker,utt_id,xmin,xmax,canonical_phone,perceived_phone,error_type
add_37_EBVS.wav,EBVS,arctic_a0023,0.27,0.31,AA2,AO,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,1.16,1.33,V,F,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,1.16,1.33,V,F,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,1.68,1.77,AE1,AA,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,1.68,1.77,AE1,AA,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,3.96,4.066669404151616,Z,S,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,3.96,4.066669404151616,Z,S,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,4.066669404151616,4.169528466803399,sil,IH,addition
add_37_EBVS.wav,EBVS,arctic_a0023,4.066669404151616,4.169528466803399,sil,IH,addition
sub_47_EBVS.wav,EBVS,arctic_a0023,4.59,4.6457278309320245,N,M,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,4.59,4.6457278309320245,N,M,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,4.6457278309320245,4.68,D,sil,deletion
add_37_EBVS.wav,EBVS,arctic_a0023,4.6457278309320245,4.68,D,sil,deletion
sub_47_EBVS.wav,EBVS,arctic_a0023,5.198119093321229,5.27,D,AX,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,5.198119093321229,5.27,D,AX,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,7.45,7.571496724138296,JH,CH,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,7.45,7.571496724138296,JH,CH,substitution
sub_47_EBVS.wav,EBVS,arctic_a0023,7.617211863094644,7.76,Z,S,substitution
add_37_EBVS.wav,EBVS,arctic_a0023,7.617211863094644,7.76,Z,S,substitution
sub_48_EBVS.wav,EBVS,arctic_a0024,0.37,0.46,Z,S,substitution
del_43_EBVS.wav,EBVS,arctic_a0024,0.37,0.46,Z,S,substitution
add_38_EBVS.wav,EBVS,arctic_a0024,0.37,0.46,Z,S,substitution
sub_48_EBVS.wav,EBVS,arctic_a0024,0.982549588161178,1.01,T,sil,deletion
del_43_EBVS.wav,EBVS,arctic_a0024,0.982549588161178,1.01,T,sil,deletion
add_38_EBVS.wav,EBVS,arctic_a0024,0.982549588161178,1.01,T,sil,deletion
sub_48_EBVS.wav,EBVS,arctic_a0024,1.01,1.04,S,sil,deletion
del_43_EBVS.wav,EBVS,arctic_a0024,1.01,1.04,S,sil,deletion
add_38_EBVS.wav,EBVS,arctic_a0024,1.01,1.04,S,sil,deletion
sub_48_EBVS.wav,EBVS,arctic_a0024,1.35,1.39,M,N,substitution
del_43_EBVS.wav,EBVS,arctic_a0024,1.35,1.39,M,N,substitution
add_38_EBVS.wav,EBVS,arctic_a0024,1.35,1.39,M,N,substitution
sub_48_EBVS.wav,EBVS,arctic_a0024,1.73,1.8,TH,T,substitution
del_43_EBVS.wav,EBVS,arctic_a0024,1.73,1.8,TH,T,substitution
add_38_EBVS.wav,EBVS,arctic_a0024,1.73,1.8,TH,T,substitution
sub_48_EBVS.wav,EBVS,arctic_a0024,3.5868215897049867,3.627905635303399,sil,Y,addition
del_43_EBVS.wav,EBVS,arctic_a0024,3.5868215897049867,3.627905635303399,sil,Y,addition
add_38_EBVS.wav,EBVS,arctic_a0024,3.5868215897049867,3.627905635303399,sil,Y,addition
sub_48_EBVS.wav,EBVS,arctic_a0024,3.87,3.92,T,sil,deletion
del_43_EBVS.wav,EBVS,arctic_a0024,3.87,3.92,T,sil,deletion
add_38_EBVS.wav,EBVS,arctic_a0024,3.87,3.92,T,sil,deletion
sub_48_EBVS.wav,EBVS,arctic_a0024,4.35,4.43,B,V,substitution
del_43_EBVS.wav,EBVS,arctic_a0024,4.35,4.43,B,V,substitution
add_38_EBVS.wav,EBVS,arctic_a0024,4.35,4.43,B,V,substitution
sub_49_EBVS.wav,EBVS,arctic_a0025,0.57,0.72,Z,S,substitution
del_44_EBVS.wav,EBVS,arctic_a0025,0.57,0.72,Z,S,substitution
add_39_EBVS.wav,EBVS,arctic_a0025,0.57,0.72,Z,S,substitution
sub_49_EBVS.wav,EBVS,arctic_a0025,0.82,0.9,B,V,substitution
del_44_EBVS.wav,EBVS,arctic_a0025,0.82,0.9,B,V,substitution
add_39_EBVS.wav,EBVS,arctic_a0025,0.82,0.9,B,V,substitution
sub_49_EBVS.wav,EBVS,arctic_a0025,1.07,1.17,T,sil,deletion
del_44_EBVS.wav,EBVS,arctic_a0025,1.07,1.17,T,sil,deletion
add_39_EBVS.wav,EBVS,arctic_a0025,1.07,1.17,T,sil,deletion
sub_49_EBVS.wav,EBVS,arctic_a0025,2.346221119355588,2.382672716315353,sil,DH,addition
del_44_EBVS.wav,EBVS,arctic_a0025,2.346221119355588,2.382672716315353,sil,DH,addition
add_39_EBVS.wav,EBVS,arctic_a0025,2.346221119355588,2.382672716315353,sil,DH,addition
sub_49_EBVS.wav,EBVS,arctic_a0025,2.382672716315353,2.46,sil,AX,addition
del_44_EBVS.wav,EBVS,arctic_a0025,2.382672716315353,2.46,sil,AX,addition
add_39_EBVS.wav,EBVS,arctic_a0025,2.382672716315353,2.46,sil,AX,addition
sub_49_EBVS.wav,EBVS,arctic_a0025,3.52,3.63,JH,CH,substitution
del_44_EBVS.wav,EBVS,arctic_a0025,3.52,3.63,JH,CH,substitution
add_39_EBVS.wav,EBVS,arctic_a0025,3.52,3.63,JH,CH,substitution
sub_49_EBVS.wav,EBVS,arctic_a0025,3.77,3.82,JH,err,substitution
del_44_EBVS.wav,EBVS,arctic_a0025,3.77,3.82,JH,err,substitution
add_39_EBVS.wav,EBVS,arctic_a0025,3.77,3.82,JH,err,substitution
sub_49_EBVS.wav,EBVS,arctic_a0025,4.59,4.74,EY1,AY,substitution
del_44_EBVS.wav,EBVS,arctic_a0025,4.59,4.74,EY1,AY,substitution
add_39_EBVS.wav,EBVS,arctic_a0025,4.59,4.74,EY1,AY,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,0.31,0.38,ER1,UW,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,0.38,0.44,D,R,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,1.12,1.26,DH,D,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,1.35,1.44,T,sil,deletion
del_45_EBVS.wav,EBVS,arctic_a0026,1.44,1.49,DH,D,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,1.8616385688305328,1.94695276239306,UH1,IH,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,1.94695276239306,2.09,D,L,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,2.54,2.68,AE1,AA,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,2.68,2.86,V,F,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,3.31,3.38,B,V,substitution
del_45_EBVS.wav,EBVS,arctic_a0026,3.7,3.76,AW1,AO,substitution
del_46_EBVS.wav,EBVS,arctic_a0029,0.03,0.12,DH,D,substitution
del_46_EBVS.wav,EBVS,arctic_a0029,0.71,1.02,Z,S,substitution
del_46_EBVS.wav,EBVS,arctic_a0029,1.87,1.91,D,DH,substitution
del_46_EBVS.wav,EBVS,arctic_a0029,2.99,3.02,TH,sil,deletion
del_46_EBVS.wav,EBVS,arctic_a0029,3.11,3.18,AH1,AO,substitution
del_47_EBVS.wav,EBVS,arctic_a0030,0.323020026566278,0.38,D,TH,substitution
del_47_EBVS.wav,EBVS,arctic_a0030,0.68,0.82,TH,T,substitution
del_47_EBVS.wav,EBVS,arctic_a0030,0.92,0.9906890532113788,IH0,sil,deletion
del_47_EBVS.wav,EBVS,arctic_a0030,1.0581985604555748,1.09,DH,sil,deletion
del_48_EBVS.wav,EBVS,arctic_a0036,0.6392715051995953,0.734155038365088,sil,EH,addition
add_40_EBVS.wav,EBVS,arctic_a0036,0.6392715051995953,0.734155038365088,sil,EH,addition
del_48_EBVS.wav,EBVS,arctic_a0036,1.2367559318654702,1.3692171019281876,AE1,AH,substitution
add_40_EBVS.wav,EBVS,arctic_a0036,1.2367559318654702,1.3692171019281876,AE1,AH,substitution
del_48_EBVS.wav,EBVS,arctic_a0036,1.3692171019281876,1.3842481566870777,T,sil,deletion
add_40_EBVS.wav,EBVS,arctic_a0036,1.3692171019281876,1.3842481566870777,T,sil,deletion
del_48_EBVS.wav,EBVS,arctic_a0036,1.3917636840665226,1.3992792114459676,DH,sil,deletion
add_40_EBVS.wav,EBVS,arctic_a0036,1.3917636840665226,1.3992792114459676,DH,sil,deletion
del_48_EBVS.wav,EBVS,arctic_a0036,1.3992792114459676,1.4067947388254125,IY0,sil,deletion
add_40_EBVS.wav,EBVS,arctic_a0036,1.3992792114459676,1.4067947388254125,IY0,sil,deletion
del_49_EBVS.wav,EBVS,arctic_a0037,0.67,0.73,OW1,AO,substitution
del_49_EBVS.wav,EBVS,arctic_a0037,2.22,2.32,EY1,AY,substitution
del_49_EBVS.wav,EBVS,arctic_a0037,2.37,2.42,D,sil,deletion
add_41_EBVS.wav,EBVS,arctic_a0039,0.561144705288115,0.65,SH,CH,substitution
add_41_EBVS.wav,EBVS,arctic_a0039,0.8412934919842798,0.87,B,V,substitution
add_41_EBVS.wav,EBVS,arctic_a0039,3.41,3.58,Z,S,substitution
add_42_EBVS.wav,EBVS,arctic_a0041,0.2149488718328009,0.275901200438689,sil,G,addition
add_42_EBVS.wav,EBVS,arctic_a0041,1.47,1.65144699465265,OW1,AO,substitution
add_42_EBVS.wav,EBVS,arctic_a0041,2.198370591873051,2.25,AH0,UH,substitution
add_42_EBVS.wav,EBVS,arctic_a0041,3.11,3.2,EH1,AX,substitution
add_43_EBVS.wav,EBVS,arctic_a0045,0.4164018980696914,0.49,sil,EH,addition
add_43_EBVS.wav,EBVS,arctic_a0045,0.5988105504168798,0.6440592083634691,sil,HH,addition
add_43_EBVS.wav,EBVS,arctic_a0045,1.13,1.21,Z,S,substitution
add_43_EBVS.wav,EBVS,arctic_a0045,1.83,1.93,Z,S,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,0.14,0.2,IY0,EH,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,0.2,0.31,G,err,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,0.3845995584195301,0.41,L,sil,deletion
add_44_EBVS.wav,EBVS,arctic_a0046,0.7314886148614435,0.788623282981288,sil,AX,addition
add_44_EBVS.wav,EBVS,arctic_a0046,0.8539200465468246,0.93,HH,K,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,1.76,1.99,Z,S,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,3.2209277257975275,3.3413186336214857,DH,T,substitution
add_44_EBVS.wav,EBVS,arctic_a0046,3.52,3.6,AH1,UH,substitution
add_45_EBVS.wav,EBVS,arctic_a0047,0.2,0.27,OW1,AO,substitution
add_45_EBVS.wav,EBVS,arctic_a0047,1.401836496241751,1.49076657874245,sil,EH,addition
add_45_EBVS.wav,EBVS,arctic_a0047,2.2,2.25,IY0,EH,substitution
add_45_EBVS.wav,EBVS,arctic_a0047,3.13,3.28,Z,TH,substitution
add_45_EBVS.wav,EBVS,arctic_a0047,3.91,3.95,IY0,EH,substitution
add_45_EBVS.wav,EBVS,arctic_a0047,4.63,4.808352712032406,G,HH,substitution
add_46_EBVS.wav,EBVS,arctic_a0048,0.37,0.4,T,sil,deletion
add_46_EBVS.wav,EBVS,arctic_a0048,0.640470317956224,0.6881146273848081,sil,N,addition
add_46_EBVS.wav,EBVS,arctic_a0048,0.6881146273848081,0.74,sil,EH,addition
add_46_EBVS.wav,EBVS,arctic_a0048,0.84,0.91,AE1,AA,substitution
add_46_EBVS.wav,EBVS,arctic_a0048,1.84,1.9,OW1,AO,substitution
add_47_EBVS.wav,EBVS,arctic_a0051,0.4,0.43,S,sil,deletion
add_47_EBVS.wav,EBVS,arctic_a0051,0.67,0.83,Z,S,substitution
add_47_EBVS.wav,EBVS,arctic_a0051,0.98,1.1,AH1,AO,substitution
add_47_EBVS.wav,EBVS,arctic_a0051,1.1,1.21,V,F,substitution
add_47_EBVS.wav,EBVS,arctic_a0051,1.81,1.95,AH0,EY,substitution
add_47_EBVS.wav,EBVS,arctic_a0051,2.659718360732928,2.69,IY0,sil,deletion
add_47_EBVS.wav,EBVS,arctic_a0051,4.61,4.65,D,sil,deletion
add_47_EBVS.wav,EBVS,arctic_a0051,5.67,5.76,OW0,AO,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,0.29,0.41,Z,S,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,0.44,0.61,IH0,IY,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,0.69,0.75,AE1,AH,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,0.9,0.9352224470923476,UW0,UH,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,1.0,1.17,IH0,EY,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,1.4,1.6,AH0,AA,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,1.71,1.8,IH1,R,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,1.8,1.83,R,IH,substitution
add_48_EBVS.wav,EBVS,arctic_a0059,2.94,3.03,Z,S,substitution
add_49_EBVS.wav,EBVS,arctic_a0062,0.03,0.09,DH,D,substitution
add_49_EBVS.wav,EBVS,arctic_a0062,0.7596404838253017,0.81,sil,EH,addition
add_49_EBVS.wav,EBVS,arctic_a0062,1.57,1.74,AH1,AO,substitution
add_49_EBVS.wav,EBVS,arctic_a0062,1.86,1.96,Z,S,substitution
sub_17_LXC.wav,LXC,arctic_a0003,0.54,0.65,EH1,AA1,substitution
del_17_LXC.wav,LXC,arctic_a0003,0.54,0.65,EH1,AA1,substitution
add_17_LXC.wav,LXC,arctic_a0003,0.54,0.65,EH1,AA1,substitution
sub_17_LXC.wav,LXC,arctic_a0003,0.93,1.03,TH,S,substitution
del_17_LXC.wav,LXC,arctic_a0003,0.93,1.03,TH,S,substitution
add_17_LXC.wav,LXC,arctic_a0003,0.93,1.03,TH,S,substitution
sub_17_LXC.wav,LXC,arctic_a0003,1.48,1.6,DH,D,substitution
del_17_LXC.wav,LXC,arctic_a0003,1.48,1.6,DH,D,substitution
add_17_LXC.wav,LXC,arctic_a0003,1.48,1.6,DH,D,substitution
sub_17_LXC.wav,LXC,arctic_a0003,1.896870625062744,1.969517828297117,sil,AH0,addition
del_17_LXC.wav,LXC,arctic_a0003,1.896870625062744,1.969517828297117,sil,AH0,addition
add_17_LXC.wav,LXC,arctic_a0003,1.896870625062744,1.969517828297117,sil,AH0,addition
sub_17_LXC.wav,LXC,arctic_a0003,2.19,2.27,DH,L,substitution
del_17_LXC.wav,LXC,arctic_a0003,2.19,2.27,DH,L,substitution
add_17_LXC.wav,LXC,arctic_a0003,2.19,2.27,DH,L,substitution
sub_17_LXC.wav,LXC,arctic_a0003,3.51,3.61,UH1,AO1,substitution
del_17_LXC.wav,LXC,arctic_a0003,3.51,3.61,UH1,AO1,substitution
add_17_LXC.wav,LXC,arctic_a0003,3.51,3.61,UH1,AO1,substitution
sub_17_LXC.wav,LXC,arctic_a0003,3.87,3.99,AE1,EH1,substitution
del_17_LXC.wav,LXC,arctic_a0003,3.87,3.99,AE1,EH1,substitution
add_17_LXC.wav,LXC,arctic_a0003,3.87,3.99,AE1,EH1,substitution
sub_17_LXC.wav,LXC,arctic_a0003,4.08,4.31,Z,S,substitution
del_17_LXC.wav,LXC,arctic_a0003,4.08,4.31,Z,S,substitution
add_17_LXC.wav,LXC,arctic_a0003,4.08,4.31,Z,S,substitution
sub_18_LXC.wav,LXC,arctic_a0005,0.21,0.24,L,W,substitution
sub_18_LXC.wav,LXC,arctic_a0005,0.49,0.66,EH1,AE1,substitution
sub_18_LXC.wav,LXC,arctic_a0005,0.69,0.77,ER0,AH0,substitution
sub_18_LXC.wav,LXC,arctic_a0005,1.23,1.36,IH1,IY1,substitution
sub_19_LXC.wav,LXC,arctic_a0006,0.72,0.8567817231434751,AH0,sil,deletion
del_18_LXC.wav,LXC,arctic_a0006,0.72,0.8567817231434751,AH0,sil,deletion
sub_19_LXC.wav,LXC,arctic_a0006,1.752817153860896,1.7773640769167585,sil,W,addition
del_18_LXC.wav,LXC,arctic_a0006,1.752817153860896,1.7773640769167585,sil,W,addition
sub_19_LXC.wav,LXC,arctic_a0006,1.7773640769167585,1.7941962527264927,sil,IH0,addition
del_18_LXC.wav,LXC,arctic_a0006,1.7773640769167585,1.7941962527264927,sil,IH0,addition
sub_19_LXC.wav,LXC,arctic_a0006,1.7941962527264927,1.89,L,W,substitution
del_18_LXC.wav,LXC,arctic_a0006,1.7941962527264927,1.89,L,W,substitution
sub_19_LXC.wav,LXC,arctic_a0006,3.02,3.07,ER0,AH0,substitution
del_18_LXC.wav,LXC,arctic_a0006,3.02,3.07,ER0,AH0,substitution
sub_19_LXC.wav,LXC,arctic_a0006,3.07,3.28,EH1,AE1,substitution
del_18_LXC.wav,LXC,arctic_a0006,3.07,3.28,EH1,AE1,substitution
sub_19_LXC.wav,LXC,arctic_a0006,3.34,3.66,ER0,AH0,substitution
del_18_LXC.wav,LXC,arctic_a0006,3.34,3.66,ER0,AH0,substitution
sub_20_LXC.wav,LXC,arctic_a0007,1.81,1.94,N,NG,substitution
del_19_LXC.wav,LXC,arctic_a0007,1.81,1.94,N,NG,substitution
add_18_LXC.wav,LXC,arctic_a0007,1.81,1.94,N,NG,substitution
sub_20_LXC.wav,LXC,arctic_a0007,1.94,2.0,DH,N,substitution
del_19_LXC.wav,LXC,arctic_a0007,1.94,2.0,DH,N,substitution
add_18_LXC.wav,LXC,arctic_a0007,1.94,2.0,DH,N,substitution
sub_20_LXC.wav,LXC,arctic_a0007,2.47,2.718433134688081,ER1,AH0,substitution
del_19_LXC.wav,LXC,arctic_a0007,2.47,2.718433134688081,ER1,AH0,substitution
add_18_LXC.wav,LXC,arctic_a0007,2.47,2.718433134688081,ER1,AH0,substitution
sub_20_LXC.wav,LXC,arctic_a0007,3.033017187120073,3.2365715739878325,AH0,AY1,substitution
del_19_LXC.wav,LXC,arctic_a0007,3.033017187120073,3.2365715739878325,AH0,AY1,substitution
add_18_LXC.wav,LXC,arctic_a0007,3.033017187120073,3.2365715739878325,AH0,AY1,substitution
sub_20_LXC.wav,LXC,arctic_a0007,3.545868499488194,3.6701159823815015,V,P,substitution
del_19_LXC.wav,LXC,arctic_a0007,3.545868499488194,3.6701159823815015,V,P,substitution
add_18_LXC.wav,LXC,arctic_a0007,3.545868499488194,3.6701159823815015,V,P,substitution
sub_21_LXC.wav,LXC,arctic_a0008,0.6,0.64,R,sil,deletion
del_20_LXC.wav,LXC,arctic_a0008,0.6,0.64,R,sil,deletion
sub_21_LXC.wav,LXC,arctic_a0008,0.71,0.83,EH1,AE1,substitution
del_20_LXC.wav,LXC,arctic_a0008,0.71,0.83,EH1,AE1,substitution
sub_21_LXC.wav,LXC,arctic_a0008,1.55,1.58,T,sil,deletion
del_20_LXC.wav,LXC,arctic_a0008,1.55,1.58,T,sil,deletion
sub_21_LXC.wav,LXC,arctic_a0008,1.72,1.81,N,NG,substitution
del_20_LXC.wav,LXC,arctic_a0008,1.72,1.81,N,NG,substitution
sub_22_LXC.wav,LXC,arctic_a0010,1.17,1.24,AH0,OW0,substitution
del_21_LXC.wav,LXC,arctic_a0010,1.17,1.24,AH0,OW0,substitution
add_19_LXC.wav,LXC,arctic_a0010,1.17,1.24,AH0,OW0,substitution
sub_22_LXC.wav,LXC,arctic_a0010,1.24,1.3,L,sil,deletion
del_21_LXC.wav,LXC,arctic_a0010,1.24,1.3,L,sil,deletion
add_19_LXC.wav,LXC,arctic_a0010,1.24,1.3,L,sil,deletion
sub_22_LXC.wav,LXC,arctic_a0010,1.58,1.61,D,sil,deletion
del_21_LXC.wav,LXC,arctic_a0010,1.58,1.61,D,sil,deletion
add_19_LXC.wav,LXC,arctic_a0010,1.58,1.61,D,sil,deletion
sub_22_LXC.wav,LXC,arctic_a0010,1.73,1.83,N,NG,substitution
del_21_LXC.wav,LXC,arctic_a0010,1.73,1.83,N,NG,substitution
add_19_LXC.wav,LXC,arctic_a0010,1.73,1.83,N,NG,substitution
sub_22_LXC.wav,LXC,arctic_a0010,2.27,2.32,S,sil,deletion
del_21_LXC.wav,LXC,arctic_a0010,2.27,2.32,S,sil,deletion
add_19_LXC.wav,LXC,arctic_a0010,2.27,2.32,S,sil,deletion
sub_22_LXC.wav,LXC,arctic_a0010,2.38,2.49,AY1,AA1,substitution
del_21_LXC.wav,LXC,arctic_a0010,2.38,2.49,AY1,AA1,substitution
add_19_LXC.wav,LXC,arctic_a0010,2.38,2.49,AY1,AA1,substitution
sub_22_LXC.wav,LXC,arctic_a0010,2.49,2.53,K,S,substitution
del_21_LXC.wav,LXC,arctic_a0010,2.49,2.53,K,S,substitution
add_19_LXC.wav,LXC,arctic_a0010,2.49,2.53,K,S,substitution
sub_22_LXC.wav,LXC,arctic_a0010,3.39,3.51,Z,S,substitution
del_21_LXC.wav,LXC,arctic_a0010,3.39,3.51,Z,S,substitution
add_19_LXC.wav,LXC,arctic_a0010,3.39,3.51,Z,S,substitution
sub_22_LXC.wav,LXC,arctic_a0010,3.85,3.99,M,NG,substitution
del_21_LXC.wav,LXC,arctic_a0010,3.85,3.99,M,NG,substitution
add_19_LXC.wav,LXC,arctic_a0010,3.85,3.99,M,NG,substitution
sub_23_LXC.wav,LXC,arctic_a0011,0.4,0.56,EH1,AE1,substitution
sub_23_LXC.wav,LXC,arctic_a0011,0.56,0.61,V,W,substitution
sub_23_LXC.wav,LXC,arctic_a0011,0.61,0.69,ER0,AH0,substitution
sub_23_LXC.wav,LXC,arctic_a0011,1.53,1.56,ER0,AH0,substitution
sub_23_LXC.wav,LXC,arctic_a0011,1.67,1.71,N,NG,substitution
sub_24_LXC.wav,LXC,arctic_a0013,0.33,0.42,Z,S,substitution
del_22_LXC.wav,LXC,arctic_a0013,0.33,0.42,Z,S,substitution
sub_24_LXC.wav,LXC,arctic_a0013,0.57,0.74,HH,HH*,substitution
del_22_LXC.wav,LXC,arctic_a0013,0.57,0.74,HH,HH*,substitution
sub_24_LXC.wav,LXC,arctic_a0013,0.74,0.81,EH1,AE1,substitution
del_22_LXC.wav,LXC,arctic_a0013,0.74,0.81,EH1,AE1,substitution
sub_24_LXC.wav,LXC,arctic_a0013,1.09,1.15,R,sil,deletion
del_22_LXC.wav,LXC,arctic_a0013,1.09,1.15,R,sil,deletion
sub_24_LXC.wav,LXC,arctic_a0013,1.27,1.37,ER0,AH0,substitution
del_22_LXC.wav,LXC,arctic_a0013,1.27,1.37,ER0,AH0,substitution
sub_24_LXC.wav,LXC,arctic_a0013,1.37,1.43,DH,L,substitution
del_22_LXC.wav,LXC,arctic_a0013,1.37,1.43,DH,L,substitution
sub_24_LXC.wav,LXC,arctic_a0013,1.68,1.81,IH1,IY,substitution
del_22_LXC.wav,LXC,arctic_a0013,1.68,1.81,IH1,IY,substitution
sub_24_LXC.wav,LXC,arctic_a0013,1.81,2.0,Z,S,substitution
del_22_LXC.wav,LXC,arctic_a0013,1.81,2.0,Z,S,substitution
sub_24_LXC.wav,LXC,arctic_a0013,3.31,3.37,L,sil,deletion
del_22_LXC.wav,LXC,arctic_a0013,3.31,3.37,L,sil,deletion
sub_24_LXC.wav,LXC,arctic_a0013,4.49,4.59,AH0,IY1,substitution
del_22_LXC.wav,LXC,arctic_a0013,4.49,4.59,AH0,IY1,substitution
sub_24_LXC.wav,LXC,arctic_a0013,4.59,4.71,Z,S,substitution
del_22_LXC.wav,LXC,arctic_a0013,4.59,4.71,Z,S,substitution
sub_24_LXC.wav,LXC,arctic_a0013,4.71,4.78,IY1,IY0,substitution
del_22_LXC.wav,LXC,arctic_a0013,4.71,4.78,IY1,IY0,substitution
sub_25_LXC.wav,LXC,arctic_a0018,0.2,0.28,R,AH0,substitution
sub_25_LXC.wav,LXC,arctic_a0018,0.44,0.53,Z,S,substitution
sub_25_LXC.wav,LXC,arctic_a0018,0.94,1.01,JH,CH,substitution
sub_26_LXC.wav,LXC,arctic_a0019,0.7446839496396225,0.8207110946472981,sil,L,addition
del_23_LXC.wav,LXC,arctic_a0019,0.7446839496396225,0.8207110946472981,sil,L,addition
add_20_LXC.wav,LXC,arctic_a0019,0.7446839496396225,0.8207110946472981,sil,L,addition
sub_26_LXC.wav,LXC,arctic_a0019,0.8207110946472981,0.88,sil,AH0,addition
del_23_LXC.wav,LXC,arctic_a0019,0.8207110946472981,0.88,sil,AH0,addition
add_20_LXC.wav,LXC,arctic_a0019,0.8207110946472981,0.88,sil,AH0,addition
sub_26_LXC.wav,LXC,arctic_a0019,1.39,1.46,DH,L,substitution
del_23_LXC.wav,LXC,arctic_a0019,1.39,1.46,DH,L,substitution
add_20_LXC.wav,LXC,arctic_a0019,1.39,1.46,DH,L,substitution
sub_26_LXC.wav,LXC,arctic_a0019,1.73,1.85,AH0,AO1,substitution
del_23_LXC.wav,LXC,arctic_a0019,1.73,1.85,AH0,AO1,substitution
add_20_LXC.wav,LXC,arctic_a0019,1.73,1.85,AH0,AO1,substitution
sub_26_LXC.wav,LXC,arctic_a0019,1.9957757042645083,2.033144978929298,sil,R,addition
del_23_LXC.wav,LXC,arctic_a0019,1.9957757042645083,2.033144978929298,sil,R,addition
add_20_LXC.wav,LXC,arctic_a0019,1.9957757042645083,2.033144978929298,sil,R,addition
sub_26_LXC.wav,LXC,arctic_a0019,2.150407185636052,2.22,Z,S,substitution
del_23_LXC.wav,LXC,arctic_a0019,2.150407185636052,2.22,Z,S,substitution
add_20_LXC.wav,LXC,arctic_a0019,2.150407185636052,2.22,Z,S,substitution
sub_26_LXC.wav,LXC,arctic_a0019,2.22,2.36,D,T,substitution
del_23_LXC.wav,LXC,arctic_a0019,2.22,2.36,D,T,substitution
add_20_LXC.wav,LXC,arctic_a0019,2.22,2.36,D,T,substitution
sub_26_LXC.wav,LXC,arctic_a0019,2.58,2.72,L,W,substitution
del_23_LXC.wav,LXC,arctic_a0019,2.58,2.72,L,W,substitution
add_20_LXC.wav,LXC,arctic_a0019,2.58,2.72,L,W,substitution
sub_26_LXC.wav,LXC,arctic_a0019,4.03,4.1,R,sil,deletion
del_23_LXC.wav,LXC,arctic_a0019,4.03,4.1,R,sil,deletion
add_20_LXC.wav,LXC,arctic_a0019,4.03,4.1,R,sil,deletion
sub_26_LXC.wav,LXC,arctic_a0019,4.6,4.77,Z,S,substitution
del_23_LXC.wav,LXC,arctic_a0019,4.6,4.77,Z,S,substitution
add_20_LXC.wav,LXC,arctic_a0019,4.6,4.77,Z,S,substitution
sub_27_LXC.wav,LXC,arctic_a0020,0.4,0.46,B,P,substitution
del_24_LXC.wav,LXC,arctic_a0020,0.4,0.46,B,P,substitution
sub_27_LXC.wav,LXC,arctic_a0020,0.46,0.52,Z,S,substitution
del_24_LXC.wav,LXC,arctic_a0020,0.46,0.52,Z,S,substitution
sub_27_LXC.wav,LXC,arctic_a0020,0.62,0.74,D,AH0,substitution
del_24_LXC.wav,LXC,arctic_a0020,0.62,0.74,D,AH0,substitution
sub_27_LXC.wav,LXC,arctic_a0020,0.92,1.01,L,sil,deletion
del_24_LXC.wav,LXC,arctic_a0020,0.92,1.01,L,sil,deletion
sub_27_LXC.wav,LXC,arctic_a0020,1.01,1.1,Z,S,substitution
del_24_LXC.wav,LXC,arctic_a0020,1.01,1.1,Z,S,substitution
sub_27_LXC.wav,LXC,arctic_a0020,1.31,1.37,D,AH0,substitution
del_24_LXC.wav,LXC,arctic_a0020,1.31,1.37,D,AH0,substitution
sub_27_LXC.wav,LXC,arctic_a0020,1.47,1.57,IH1,IY1,substitution
